Lambda,phi_a,sigma_a,alpha,phi_b,sigma_b,weight
1.720528556679704,-0.036225126923919576,0.047586305935869495,2.8912919374614177,0.0840743903582334,0.012862704141646713,0.0
1.5310213777640644,-0.14415386239252828,0.21371758675339111,1.4427017831921536,0.13682923628350815,0.12871105072996067,0.0
1.6595297207958486,0.038247782347924364,0.29792158288178433,2.3307848394545503,0.008373463195693353,0.1260972106760326,0.0
1.2412623460294814,0.021663838547127917,0.07311670808404992,2.3194015740869145,0.08023138354185903,0.08223805813433387,0.0
1.4338310365433544,0.026086710518841982,0.019738530011134094,2.047658296239178,0.09456702526245794,0.047690939551870114,0.0
1.4217665500420142,-0.0963061372714467,0.03169960057312794,1.6304603246245342,0.06114779832283017,0.05431208653041449,0.0
1.3079897026598535,0.04139778901280275,0.02716695228925987,2.902779794203181,0.15944479514759047,0.07633974610107738,0.0
1.420337850463105,-0.1591370551087597,0.013270556172730664,1.6009763565428798,0.21182262071663066,0.15093724098649275,0.0
1.3969768188178702,0.006326502969845521,0.014821616580547335,1.656590987648165,0.18874102685678726,0.14118748975421871,0.0
1.6038779233910996,-0.1034501769913931,0.015242504012565414,0.8609848344799603,0.042881411666204,0.2035524470662782,0.0
1.636731390878901,-0.0475024848886986,0.04686869843440429,2.5878774277209216,0.09398742367700634,0.018564574528293076,0.0
1.6016243041574068,0.028324796880360104,0.19225652564373918,2.9307169565063127,0.014042733214817874,0.0677546183886647,0.0
1.1798478500369192,0.04102542243498972,0.014550077836280343,2.982085307711252,0.08048558454718946,0.03740449624658189,0.0
1.3269798773324475,0.051930785122486084,0.07288360499017212,2.868079608922094,0.30912724411847015,0.15355670573925745,0.0
1.5217607554291654,-0.10968301115403031,0.3005294938007622,1.9478740004312778,0.01697286774346183,0.10447167002103297,0.0
1.6806951653790099,-0.17561912847437372,0.027980494837077152,2.6081719544955666,0.2028797999717608,0.05338661790116517,0.0
1.5391428662937932,-0.02790139252913712,0.015031899124575237,1.0730809543972324,0.22278049098721273,0.1962701886312139,0.0
1.2628529939593753,-0.17198253925715845,0.0745992421633269,2.470620288934425,0.32377817541718407,0.17771414985664194,0.0
1.6022809056719896,-0.014208881898812836,0.017685656292312432,0.8811224167616049,0.07010009249983641,0.12771131550111053,0.0
1.733929516795208,0.06652765449186704,0.08243063746972985,2.1386041151132176,0.02525618011289891,0.10041372013157783,0.0
0.9736668145844531,-0.17341665259407582,0.14057146949548494,2.2870764944574953,0.03011463293625908,0.16615804425304628,0.0
1.5186519361420632,-0.13792335218130478,0.015151865880148755,1.1159408400528945,0.19528289145724784,0.16382147361916508,0.0
1.3838024588350712,-0.0756602078937018,0.14809664404898543,1.472412387422183,0.1801549605240316,0.17917587122172307,0.0
1.5709740361292888,-0.02319258311922373,0.04217496390054809,2.3915414291385124,0.005152646798817675,0.05012785213860647,0.0
0.9097934782046262,-0.029149851696323253,0.019777659226487682,2.7455040147737844,0.013336139854490791,0.1381034681350461,0.0
1.2791370010068601,0.057063417466124616,0.15912659872000537,2.27522081824022,0.08566392317182049,0.13399756597572085,0.0
1.2550678966036795,-0.06385163639138311,0.05080475767973995,2.4028461144553557,0.22684190870662718,0.12287429267401914,0.0
1.5155500478435784,-0.1310197353601027,0.13550786630975423,1.7693428009298269,0.015544757818594062,0.06716679797952674,0.0
1.2356824158025759,0.05165467666541454,0.09400300411339144,2.264583194287502,0.18650412902915087,0.17156809015637742,0.0
1.2663803882945839,-0.09291132879472935,0.09936824627027858,1.4946706552222344,0.04216280707500196,0.13788071103858685,0.0
0.8717161496680097,-0.11427692603822857,0.011942481403206135,2.4145492923842564,0.03212254672006986,0.19958799685451858,0.0
1.6360772655306792,-0.10266614632250473,0.22196042735764904,2.2651831295594222,0.12455147255966552,0.044288861559527104,0.0
